business_vintage_months,industry_type,avg_monthly_gst_turnover,avg_monthly_bank_balance,num_cheque_bounces_last_6mo
46,Retail,301536.4775893309,120422.63961639271,4
106,Service,242173.34126025735,101226.99861619936,3
11,Manufacturing,347527.147397199,255002.40792865935,1
57,Retail,319869.6184381403,141070.1598388644,4
31,Service,421278.43891304184,174711.30411486665,3
69,Service,348059.87129389844,151476.4120503888,2
103,Service,279731.55981628894,105684.02548148358,0
64,Service,226028.31824974396,184471.68100109612,2
61,Service,386595.2683916645,165728.9491893362,3
64,Service,271742.3901213542,117031.00841800339,2
114,Service,282828.2433403779,171659.51689281693,2
75,Service,282802.83937073254,124284.4952934999,3
106,Service,259839.22893428706,94775.23199457349,1
38,Manufacturing,284546.10057701304,89716.63728239384,4
58,Retail,492620.7562732578,163502.93104814895,0
27,Manufacturing,195217.79458723078,130863.45350357778,4
26,Manufacturing,218549.578923839,225085.20095219807,0
75,Retail,438432.44181542494,147852.09433310217,4
75,Service,262519.5615504928,110739.8353273209,2
117,Service,254937.8715925105,157890.8819321956,1
9,Retail,403486.38567734335,85286.63392126968,2
99,Retail,157980.43827182488,145793.43797376487,1
80,Retail,382145.44292534055,165958.33882391377,3
67,Retail,304561.64293215435,159783.61538176527,0
67,Manufacturing,346480.2130831977,215139.99652598792,0
99,Retail,344603.0955252126,279875.8562922225,3
100,Manufacturing,237201.74135173621,183569.86856706423,4
29,Service,405118.37801499065,208939.81638927598,3
60,Manufacturing,244986.2288521931,277173.132982862,3
14,Service,340884.90189987415,99688.7076091762,1
8,Retail,423772.4485529136,156531.37043875043,3
36,Service,437890.16998464696,126100.17339566708,0
45,Retail,273287.3664059308,192132.88551305362,2
106,Service,346313.5274241011,163580.94597383105,1
41,Manufacturing,264051.1209796381,109078.38400480332,1
29,Retail,550379.6227268775,150547.39081735222,4
100,Retail,378012.60058738186,202346.13698279427,2
11,Service,308405.84358369355,84813.76844874668,1
71,Manufacturing,331256.21734577423,110132.77221805105,3
89,Service,340710.54154460673,102636.24574790956,1
97,Retail,343674.3540783482,166319.8277743455,1
80,Service,276000.1782353443,212025.803980748,1
9,Retail,260567.2700764825,49513.27673469942,4
84,Service,284814.66382735065,154719.92817392916,1
11,Manufacturing,186030.82949527923,103788.96413624079,1
118,Service,371827.440697446,200270.13874149922,4
99,Manufacturing,219829.49573510274,138151.58622143732,2
107,Retail,194004.99210152833,156533.6969538699,0
56,Service,298564.5533435851,149933.150239897,4
67,Manufacturing,286987.7370310113,206210.94015949225,4
62,Retail,324963.44757889886,252431.57653988912,1
71,Manufacturing,243179.46306035903,93266.73350592794,1
84,Retail,260745.74417690263,102372.1941002674,0
80,Service,369211.95050884906,166074.89512773533,1
13,Manufacturing,363121.7200495194,109179.88258490406,3
31,Service,358952.5046176678,196679.1885200137,1
56,Retail,303396.76123514824,204705.87295421684,1
50,Service,316892.2623332275,122671.18438767709,3
49,Service,323043.8887710503,111823.13666792624,0
10,Manufacturing,234395.82601910236,136261.04891736404,3
75,Service,447404.6600146101,155200.91069815092,4
31,Retail,433158.80324876995,165741.85949475958,3
73,Service,379424.5591000967,37359.14704754151,2
24,Service,257413.84135984024,101627.22405749408,4
89,Service,353914.41179501504,129795.0325564708,1
102,Service,397836.9937769772,110150.53341265564,4
25,Manufacturing,177680.30982788568,6764.505382352334,0
118,Service,469451.1761698497,55581.376732265315,0
17,Service,126061.23888442048,84732.07372078166,3
52,Retail,370460.5819709075,144235.78995733906,4
6,Retail,445328.2306252469,128189.89032593452,1
95,Retail,288693.6535972969,118421.54587357127,0
19,Retail,284953.5600176927,189825.74803964203,1
69,Service,366766.0792646923,189806.6832461881,2
43,Service,485188.18919338717,157495.9326740937,0
42,Service,271893.2362058634,156006.01413593293,3
16,Manufacturing,221904.48081340553,107166.97245332942,2
105,Manufacturing,257622.45443920078,113150.3834671736,4
82,Manufacturing,144748.60077137797,64617.53084373911,1
112,Service,389775.7898715156,137462.42841108344,0
8,Service,248591.69472861403,189287.06448555982,2
38,Service,279166.0845934445,217716.494838728,2
11,Retail,390962.1131419006,137761.00710472683,0
55,Retail,262308.9675590151,174583.44160048454,4
15,Manufacturing,375909.0395388397,7200.53785694018,4
10,Manufacturing,196191.14961837133,128353.5839800788,3
28,Retail,395871.9428323998,127181.88099333682,4
15,Service,334190.50212654704,224558.41571126916,3
49,Manufacturing,291142.0969180332,169646.6730460709,2
7,Retail,313089.34879437956,174712.77114403035,0
18,Retail,171323.87053472636,172116.41554994963,4
45,Manufacturing,310800.074394697,152272.13661661107,3
7,Service,285833.02146433963,226618.26654245646,2
89,Retail,174056.73895624364,34736.02260174636,4
70,Service,232892.4573093456,157310.5204357709,1
68,Manufacturing,287075.47420474817,206490.14258197817,2
106,Service,239270.78150521585,55430.327340367585,4
78,Retail,58788.609494958306,191895.8926886151,2
22,Retail,407638.7539608866,111941.83793673417,0
14,Service,285791.01249103347,155490.79644210206,0
80,Service,72604.97907634548,110982.03095272866,0
20,Service,513496.2939679395,197957.5838274511,1
29,Retail,424139.2331313189,135581.9059388217,0
43,Manufacturing,265101.79489316646,192289.8428178606,1
40,Retail,215750.25086332991,171766.49181321706,0
99,Retail,340319.1210760522,110310.37579705808,2
100,Retail,320232.6814884141,175092.95951977625,4
54,Retail,354208.9924800373,116821.54709936338,4
74,Service,216037.9726744952,153206.40469199867,0
67,Service,409777.2020971633,134670.28192551,4
65,Retail,252653.78768244508,194995.5933194387,0
113,Service,368076.5748655567,177016.1135368709,0
55,Retail,220306.07395429758,148463.9225697629,3
83,Service,564814.3985753487,115714.41114221695,3
80,Manufacturing,369552.33489652583,86550.42550846409,3
14,Retail,588423.2276573647,156782.82096453488,1
39,Service,382760.1976326046,118385.45534241205,3
81,Retail,243853.5643131316,56100.19212130873,0
104,Retail,382938.0793589196,83498.57295018747,2
40,Retail,390057.7818193216,231293.76527708585,3
6,Service,337332.41444977623,117001.18075052774,3
45,Service,363039.24720320565,204108.1388755201,2
69,Retail,376172.7129407676,132167.51364008596,0
27,Manufacturing,200631.89892342585,211978.8817580407,1
65,Service,193514.15952700475,208358.2008737189,3
69,Manufacturing,220578.30013855663,108715.22865496713,2
98,Service,312754.239437051,50601.21665961975,0
77,Service,277682.882852658,54833.976148483984,4
16,Retail,202442.94340770514,109566.92480221466,1
110,Retail,377531.4210519647,244481.72127787708,2
106,Manufacturing,328304.48201364797,129471.89625387304,2
19,Retail,316892.8991370854,157262.1975036727,2
65,Manufacturing,274201.0694826064,215166.8433101695,3
35,Service,262177.18976344273,155516.06815558442,4
40,Retail,215866.88381910237,153794.55192603875,1
90,Retail,393374.0292537338,181133.15969725733,0
42,Retail,229650.71183468134,164448.48777549935,0
10,Manufacturing,320939.04666928167,145026.64474982576,4
88,Service,466201.0396272033,113927.53284012788,2
83,Retail,266774.22553106496,153924.4445432728,2
31,Retail,396070.21407191944,204719.98985415703,2
67,Retail,356870.9016035673,239100.22934993607,2
9,Service,331146.75632610533,164613.8320784455,2
94,Retail,343034.8441904753,187758.05675479866,4
114,Manufacturing,290509.34307290695,163486.5353581406,3
47,Retail,303477.596879344,145633.53177981987,1
94,Retail,245188.60517742753,175712.8539306342,2
23,Service,304145.7121134089,209466.64171562422,3
45,Service,241477.4004216503,105681.90819904274,0
77,Manufacturing,400565.5093076597,77430.16488435456,4
44,Service,130050.25713215559,123349.5875181767,3
109,Retail,348105.32911254826,160583.0971649852,2
19,Service,333658.67014222796,193493.58088106159,2
37,Retail,324601.5964176034,100524.6087572256,2
56,Retail,402449.89488654863,25571.173868759448,3
43,Manufacturing,271387.64099570527,124527.56716644918,2
102,Service,325543.38445720496,140304.2887170882,3
28,Manufacturing,128345.81118135471,91886.3258294281,2
68,Service,258468.3117864777,112195.4535591344,0
20,Service,385573.6431175224,193364.17050434987,0
102,Retail,166083.82644635183,153906.00347980496,1
30,Retail,315974.3367050745,167281.10593046588,2
22,Manufacturing,232248.29281162028,132215.8884194726,2
102,Retail,288901.3028228265,112294.4794520837,3
116,Manufacturing,238232.25112384028,131855.0885287928,3
71,Service,175280.43957065695,174944.0097089846,2
83,Retail,338600.3314959801,75433.98943293917,1
58,Service,295040.3237975254,232508.51299160055,2
109,Service,361262.9119687199,178742.92478412014,3
109,Retail,379443.7907998861,123205.99478546425,2
56,Manufacturing,422525.87370890146,190670.355894325,3
44,Service,313348.6745442665,211117.4533536554,2
56,Retail,426862.1024603208,133483.09751987807,4
75,Service,202422.54926090458,139170.76051174692,3
11,Manufacturing,390895.98292281316,224673.71067365026,1
72,Retail,345939.04163278535,255948.75734590492,4
12,Manufacturing,323309.2652514787,151471.78287840539,2
56,Retail,344473.2234163117,92089.28264555128,3
77,Service,203926.1121664538,126469.89225377208,4
47,Service,180325.31900749775,201650.78722346004,1
69,Retail,470982.8186076998,98489.23519931028,3
20,Retail,283127.782180273,139585.84001204907,4
116,Service,281700.65781932994,164629.2440715815,4
34,Service,189769.05257587082,103864.26567961663,4
38,Service,151822.16945031632,204821.72809380386,0
99,Retail,291168.11211877177,184698.37576021874,2
108,Manufacturing,265841.20784912724,250477.2954762646,3
32,Service,300173.4356742451,189073.0447928886,3
41,Manufacturing,308715.3940382175,101955.51822169808,3
34,Retail,548946.1081260694,176518.45304545958,4
43,Service,266142.00192610454,199401.08367579282,2
62,Service,457994.0107943447,201973.9407062673,1
102,Retail,464202.4215044945,111157.89260546319,3
106,Service,375362.42852719844,105183.11488222625,2
32,Retail,276487.36674508883,93018.14404454942,2
60,Service,163852.76638672707,230236.59970694332,0
38,Service,347794.3877333907,181143.94119210192,3
73,Retail,401881.2079700944,108939.06878956447,4
91,Service,474768.7464282984,156359.44693785603,2
71,Service,205004.2045753218,143815.6343299488,2
15,Retail,275647.36108147324,101370.92655171585,1
10,Manufacturing,205613.5409577153,151809.19719783016,0
79,Manufacturing,236652.20075630775,159534.76438602194,2
102,Service,366438.7534235627,246562.65473259497,2
43,Retail,232069.52306342643,117215.62371168635,4
18,Service,217572.88226829906,64530.033790233094,4
36,Service,379699.58637222747,97552.31323220114,1
52,Retail,345073.8790043547,105367.62882838889,1
105,Service,335001.11979351746,128653.64119835524,1
114,Service,234711.26418009342,97674.81354364287,4
93,Service,429302.3278214702,191106.10029094698,4
57,Service,301449.0197319791,94198.36184952602,0
61,Service,538019.0138754769,151000.8984149615,3
20,Manufacturing,316116.61694700446,250009.60917610873,3
34,Retail,66665.21581528397,177678.4135881812,0
13,Service,62212.44652231311,172537.85058561797,3
10,Manufacturing,362394.9941845469,242865.81003725802,4
34,Service,430049.41523308057,212282.47821184865,3
52,Service,221617.18700761505,178256.21836763018,4
73,Service,510097.87727771513,134463.65750277654,0
81,Service,466299.8936994103,148865.55626051032,1
50,Manufacturing,321054.6763441148,146434.8066166897,0
7,Service,353945.3942356132,129928.72262139458,3
32,Manufacturing,389453.0217388517,160601.8255941462,4
100,Retail,488999.4897320515,167537.3848523828,3
41,Retail,368213.5966745581,87768.57664208871,3
41,Service,318793.1652271149,231602.12499811492,1
31,Retail,367230.11975866486,170489.8756536641,3
48,Retail,353736.0281449226,136860.85190246912,1
32,Retail,392441.0187274994,161058.7989364729,4
74,Retail,142997.67069204635,196518.44455793002,4
25,Retail,331585.3449947455,76665.67937070537,1
16,Manufacturing,346044.05075797363,144746.9636759877,0
79,Retail,292715.2832947828,90707.21125688335,4
109,Service,378416.64442175586,282850.19104878104,0
43,Service,492116.76205690415,156909.30238843075,4
11,Manufacturing,313821.713110444,91112.71762002468,4
77,Retail,369172.108070769,329973.3390348696,2
28,Manufacturing,460626.4760451553,123199.07106098055,3
52,Service,316156.45059418556,139546.00409618963,3
95,Service,211153.6797641191,143160.08800073186,0
51,Service,361577.88490879245,107602.34717154823,3
112,Manufacturing,79833.38632019243,162367.60087480713,0
17,Retail,70163.296203732,39462.99168199871,4
95,Service,333301.2047116258,204294.91914386456,2
18,Service,65502.96169181337,93609.75646313897,2
109,Service,168483.22575718092,129233.92388448441,4
67,Manufacturing,261990.14364896776,187575.98368430813,1
87,Retail,227858.36502541133,139776.94908469424,1
94,Manufacturing,285219.34964528825,141822.61264511867,3
102,Retail,411287.0140768497,99396.12786351144,0
116,Retail,323848.08113639307,254782.41087352252,2
109,Retail,216067.95982205408,176574.1191103295,3
65,Retail,435444.1072784276,95860.75258654167,4
48,Service,157114.2763455809,158909.12230289256,2
81,Retail,322188.35087721,92326.60026743449,0
113,Retail,145991.40249882956,236120.71469947248,0
105,Manufacturing,325231.79057305394,159981.8980354273,1
117,Manufacturing,268137.25961074024,101222.67360464667,3
73,Manufacturing,408223.79115263675,184879.53678119584,4
10,Manufacturing,372068.94711942296,136096.21639758433,2
42,Service,241286.0668008337,85588.56722387596,0
77,Retail,222106.03591837588,169052.3166950105,2
111,Retail,268490.32669678907,167642.0917068947,4
118,Service,487557.14600343397,206886.6816283699,2
97,Retail,461906.84811080806,153225.17784588988,3
36,Service,203173.18146313494,155353.01434792756,1
14,Retail,380022.5338001348,158006.6518272592,2
56,Retail,126856.85711027344,229764.14972535148,1
34,Service,255265.75389426347,134496.32383629645,4
83,Service,207243.56471375414,173472.74844028658,1
45,Service,406927.94575724413,180837.2726007806,2
46,Service,170928.2480211588,167488.82596153798,2
91,Retail,342935.0235422472,132604.76969702146,0
16,Retail,300071.01215659635,156030.20036537517,2
28,Manufacturing,282455.11702704895,145317.11192835745,1
6,Service,467158.2950744398,247960.5180055902,0
51,Retail,475969.71923343115,127111.8107284347,2
106,Manufacturing,285560.71815470286,104371.07368738859,2
26,Retail,265408.3699400006,149689.91542834623,4
95,Service,149312.6681196833,146165.09012856637,0
115,Retail,299574.101276079,159842.1760084315,4
41,Service,495330.3255745991,127127.66988993342,4
59,Service,287126.46604720765,155518.67399664383,4
92,Retail,372875.92831437796,156480.35194856056,3
62,Manufacturing,160250.26760807357,195299.48446800024,4
6,Service,256522.50702663983,154650.3191854576,1
68,Retail,346246.5305802651,155123.75153157944,2
59,Retail,310586.23980480526,175817.31898542587,3
60,Retail,382466.73344105616,193382.75315907586,4
45,Retail,239732.8115441336,100816.21061867106,2
20,Service,125001.14511763348,87383.97200665894,0
26,Manufacturing,412209.02303222707,234773.98146919056,0
52,Service,206385.07107290917,185203.7718964079,2
78,Retail,350660.4027501984,139030.66818352987,1
58,Retail,345085.68664884154,150985.09683165656,2
14,Retail,133624.6804968008,130371.91533350866,2
79,Service,404912.54172400257,160564.03622207762,3
57,Service,243343.2805471031,101408.1405297656,0
62,Retail,305505.46219869616,192008.3492544963,0
31,Service,264181.74360344437,158772.66993142507,4
46,Manufacturing,462259.1502232909,160581.35480166756,2
40,Service,434349.02081840625,105302.8808660739,2
68,Manufacturing,118766.54162292779,176213.35483863179,1
30,Service,525882.7121908189,106451.41784269795,0
95,Service,232169.32674848038,115392.45700456071,1
80,Service,510243.6676981838,154381.09617208756,3
43,Service,274379.0427860016,275366.5949807826,4
7,Retail,265908.3293908065,158573.30666774046,1
12,Retail,275267.22669221775,21559.956016621552,0
87,Retail,259921.035502051,117874.93083196247,3
96,Service,552439.6537823222,184186.45561102868,2
39,Retail,292363.6800679366,93576.9527507938,3
96,Manufacturing,269770.35674613103,191555.122057283,1
22,Service,307701.0757492944,157941.02873825148,0
48,Service,203266.48030752948,199566.35962953878,1
64,Retail,459712.0534290251,122057.29453745013,2
113,Manufacturing,152891.91643068686,118160.8042533642,2
56,Manufacturing,238599.13929285947,178249.25791422557,0
59,Service,393666.03098467924,149623.58125139202,4
29,Retail,304235.2130767432,146598.85941068627,3
30,Service,354921.5182500046,228448.49344745313,3
76,Retail,453316.411668543,180207.04635308924,2
57,Retail,400380.154833248,50503.85166521362,1
75,Service,313747.6345141145,189953.40612581937,1
93,Service,508934.2649851799,184948.4400207561,4
38,Service,237166.38512037668,209245.56436117162,1
54,Manufacturing,289969.0359007447,103015.07902132455,3
34,Service,296955.96684972337,166240.29126050614,1
68,Service,289757.823398302,155581.50106215908,4
112,Retail,193078.93430388396,102118.40762601234,3
27,Manufacturing,141635.01748395019,197338.32839532904,1
31,Retail,341720.15743791935,137922.70003453086,3
33,Manufacturing,236652.62144493428,207636.61956261675,2
119,Manufacturing,490780.878898128,112857.0607466262,2
90,Retail,292745.76767647604,76970.72646003023,2
54,Service,274851.07425085094,137871.69089844276,1
76,Manufacturing,409433.9786402654,161595.65912812235,4
86,Service,340219.2637447722,123290.20363905441,3
89,Manufacturing,282448.2572212951,-3222.8434379113605,0
110,Manufacturing,235926.82522355567,169182.4572459385,2
54,Service,665770.1803999075,168949.03452610128,2
25,Retail,336178.57622617384,184358.3639270483,0
91,Manufacturing,408442.9577384396,130975.37822246114,0
97,Service,197705.44797665047,128247.41338090465,1
68,Retail,242201.46135763254,222016.08864007457,3
66,Retail,511234.5888290288,71229.7657089142,2
109,Service,439693.0939355635,137644.110316618,4
54,Manufacturing,345762.2103733283,157115.0923065903,1
76,Manufacturing,261842.91082029766,180301.09150071203,1
6,Service,276596.4228043424,158488.35912021593,4
101,Retail,232388.9264743871,103900.36807692205,4
18,Retail,184315.06698613585,208380.6974010427,4
99,Manufacturing,392384.41842610145,150095.37061384539,0
92,Retail,353883.1222792058,66599.86467543179,2
56,Retail,373607.8816342273,160458.8325386697,0
61,Retail,266310.2012037736,173763.84356107318,2
88,Service,325563.89751331636,248037.19766990573,0
67,Manufacturing,256795.62350258656,170437.5674435146,3
37,Retail,227269.19372296936,75898.72139924389,2
35,Service,466706.2436142176,77654.93545958218,1
34,Service,312150.7296840743,212935.47290991337,2
54,Manufacturing,350745.43382865406,109859.84933254303,2
50,Retail,383575.4013857501,72520.94679274202,2
98,Service,313404.0886233024,200025.5433879216,3
35,Retail,324063.27440251544,126213.20938926647,0
21,Manufacturing,191337.4823046293,197350.69820798037,1
45,Service,210388.49715634147,104264.02473352943,0
24,Retail,205218.52448715532,223690.616683294,0
23,Service,360545.8416820535,193603.18534666378,4
6,Service,307089.0652822065,113865.73166993266,3
83,Retail,210396.8436234412,66980.47665526795,4
52,Manufacturing,358009.8841635207,265258.19293770706,3
119,Retail,354345.64609541063,139489.61490034268,0
71,Service,230503.40087006352,111863.41764621413,0
97,Service,297217.2455370726,219315.41344147496,3
118,Service,354714.1675060477,197287.992670622,0
119,Retail,214164.46458805766,209139.82716562902,0
99,Manufacturing,356622.6764895951,145074.58612411344,1
43,Service,330102.3604163561,244052.73451618123,4
56,Service,200080.02944989735,84469.0909724319,4
68,Service,321979.6734998102,122397.52392212393,4
9,Service,336564.85866559047,169493.93778574417,2
6,Retail,237399.8873861201,208405.56721185567,1
13,Retail,245271.6350133791,183057.95102624147,4
34,Manufacturing,199158.006906881,145856.71320766045,4
60,Retail,255100.1030876106,126242.60663802603,1
108,Service,298791.79895628523,208675.54291796774,0
8,Manufacturing,245547.78413056795,188219.80066385152,4
37,Retail,151511.21017561125,106273.81036544678,0
15,Service,231141.1975363373,104786.53009684864,4
79,Service,258270.7893187998,122725.59227802424,3
88,Service,381683.8709632252,116311.90671903126,2
115,Retail,359476.4914776931,201492.0456273234,4
39,Retail,383622.1078875002,171786.61611090088,3
102,Service,226098.1103001032,177889.3620201549,1
92,Manufacturing,314155.0779079343,159583.48183983882,3
60,Service,57695.35009984663,161938.53576686772,1
97,Service,342892.0398180989,70909.12923298443,4
37,Retail,361089.76739007974,189709.18288423843,1
55,Service,264837.4832139076,121825.92597042787,3
12,Retail,329542.9811721782,148342.23334750035,2
98,Manufacturing,148507.57246299472,126341.35389323329,0
13,Manufacturing,219893.3009600176,157293.57825758378,0
70,Service,376544.92384322756,178654.6963621998,2
62,Manufacturing,351125.3278539574,99557.24837383354,0
72,Retail,258814.54889552324,162637.4612122001,4
93,Service,381136.23174047103,127549.87106230717,4
92,Retail,313829.8116799911,216072.9387938002,3
64,Manufacturing,249577.90360778407,94268.72985101861,3
77,Retail,281717.26893967064,99874.1865217973,1
59,Service,254458.23086884644,132021.48909815948,3
116,Manufacturing,181622.4049181472,103717.81424930807,4
106,Retail,425668.58059021016,138780.94935065438,3
72,Retail,243197.5566707409,123605.72469421434,0
56,Service,216763.92857030887,154420.61888509063,1
102,Service,147065.1679486641,200403.60139120772,1
97,Retail,36403.21324108733,153563.98028421373,4
116,Retail,370149.6868118987,158117.72804082386,3
13,Retail,379360.8687036212,97133.869859395,0
39,Manufacturing,419303.8584594708,143297.0223092435,3
40,Service,285096.06838298176,128912.27641953013,2
101,Retail,267800.74727064045,184082.04818202424,3
93,Retail,249227.6886696859,111771.65083986512,4
83,Retail,258344.23701617972,106967.22037443833,3
37,Retail,411979.0350740187,165871.45985736744,1
51,Service,297348.4751271042,249005.15271864695,0
112,Retail,337807.0796001403,141202.56880126684,4
21,Retail,255799.31680395963,158410.42031152494,2
73,Service,432084.7906220707,197401.09241773927,0
42,Retail,109526.11205652606,175495.19493076362,0
59,Service,177947.58252819543,175823.97401910985,1
90,Service,337971.0524234558,145240.37740409974,1
19,Service,475061.07512309356,146213.24086108696,1
100,Service,277489.980024123,112242.57311367357,4
60,Service,215762.91942726565,174318.66271506913,3
53,Manufacturing,400066.2705158344,173177.72149993214,0
87,Service,332369.84420148993,185858.22638469015,3
12,Service,429021.3811994244,125594.77647233273,3
79,Manufacturing,170964.89152556582,191506.7199689303,1
12,Service,421166.8486010926,206666.73940739685,3
38,Retail,145154.25432317285,89302.09408618697,0
28,Retail,271182.78538451326,135156.37103212968,0
90,Retail,341278.2752823926,208751.1790980419,2
24,Manufacturing,318601.3378199094,117522.21500735573,4
117,Service,406059.2335982367,176438.126359167,3
24,Manufacturing,117333.99829907765,150428.80010012156,4
41,Service,314100.7479699037,166543.96607117544,4
34,Service,419964.2032783947,151952.81513461057,4
65,Retail,305929.42270720965,187308.54922821358,4
87,Service,185766.03202332975,98924.1432068061,0
7,Service,400750.73948266526,104333.83779388567,3
6,Manufacturing,235168.97298563045,223225.67751334282,2
52,Retail,217567.69879371216,255018.16399926593,4
74,Service,204986.4247116493,149729.0280686819,2
25,Service,280131.48870510375,235763.30210758548,0
16,Service,318306.02203728707,111411.26764932385,0
111,Service,173089.99452969205,123420.70582570214,1
7,Service,193635.4123270056,222874.37558726856,4
72,Retail,230551.7124137782,190205.32643116792,1
92,Service,204501.13521133596,230321.3548966129,2
17,Service,303675.822654943,173427.78845295025,3
25,Manufacturing,336122.1596400881,99372.69617428625,1
10,Manufacturing,322387.3810266593,161178.86787513384,0
42,Retail,322533.18887478026,210100.12692340053,4
43,Retail,467099.1715288611,143363.2398676914,2
99,Manufacturing,342368.35996271553,135678.32407471407,0
14,Service,378396.4247889247,174192.67014820612,3
103,Manufacturing,258538.42502230272,122024.68672274025,4
58,Retail,394400.6142661491,164775.02415567503,3
49,Service,253764.7476206678,153175.07323357282,3
104,Manufacturing,341144.83275885903,125479.27696257898,4
91,Manufacturing,162863.31318176174,199036.86159337068,4
113,Retail,316623.41319881217,182299.39694753868,3
29,Service,202461.97648306625,132316.4707856687,2
86,Service,393603.5654483907,149251.93675299632,4
79,Retail,387587.6461998784,136436.22000760815,0
35,Service,253337.2612440907,118067.61803785237,1
64,Service,504957.492862454,65086.51637964821,2
115,Manufacturing,271412.17038065253,125808.61278219639,4
92,Service,138798.1099327473,118798.62508421886,4
101,Retail,222088.202963732,155744.53539176795,2
86,Retail,195585.8977642149,172034.94007641228,1
119,Service,337960.2101786255,109890.76650985575,3
86,Retail,176463.69733275476,168674.86808635027,0
19,Service,246078.59841937548,102187.71085666625,4
14,Retail,331455.217053677,143735.37421807725,1
45,Manufacturing,313864.5894711803,119879.04496695833,0
71,Manufacturing,298735.61876582203,187308.68190395218,2
114,Service,312600.05190440675,155838.65499972992,4
30,Manufacturing,262949.99024923454,144491.60370841104,3
108,Service,139624.79443336694,118737.51199425575,2
78,Service,260316.1779255355,133557.93458117306,4
27,Retail,346874.97843152855,241453.04061630258,1
112,Service,286306.50113905955,124945.7939638727,0
115,Service,339148.83731305005,173970.34587982416,0
9,Manufacturing,241321.69704905147,144367.68415561557,4
31,Service,399433.6079877929,172541.2657287019,2
63,Manufacturing,44368.21325286661,191848.79363466194,3
34,Service,314144.05129233544,132301.07533394618,1
114,Retail,434888.0347121279,185488.67132225615,4
103,Manufacturing,449769.8516041463,287831.9738502919,1
92,Service,276817.38307575247,178376.99970958525,0
42,Retail,167380.1844357116,230679.0732299898,3
80,Service,436647.2842343359,174052.3000053307,1
75,Retail,294813.48331944394,103401.91889012468,4
23,Service,284103.04607301194,163784.69986264917,3
90,Service,210714.53591222694,133480.81018950345,2
47,Service,175011.25191417424,120202.96513412132,4
105,Manufacturing,356386.3168924354,146370.73947988573,1
46,Service,366987.14547586604,142262.4960635624,3
43,Retail,320154.40017994214,97003.75471035694,4
39,Service,223595.4218406157,285423.0792359896,3
22,Manufacturing,193500.117489085,190393.54572360986,3
42,Retail,156775.1344780107,162219.51229210573,3
30,Retail,243945.48239220268,154494.00556254864,1
107,Retail,199414.6435251036,210117.4309810948,4
81,Retail,129069.03047089546,253778.51811547467,0
92,Manufacturing,365134.5012353048,184254.2686006287,0
111,Service,168093.61385150327,156059.63523921603,1
91,Retail,398392.2681430734,223632.20359888085,1
90,Service,339407.17101134633,157117.96214679306,3
32,Retail,329434.1187618399,171765.74048125508,4
62,Manufacturing,466530.90460600914,200050.5460015919,4
36,Manufacturing,171419.7365935475,130676.043106287,2
11,Retail,387377.1996048796,46208.28012970512,2
96,Manufacturing,270235.74269785703,128245.98873349905,0
45,Service,557107.015662954,188650.04646896932,2
103,Retail,261920.55688607905,185127.54488590892,2
17,Retail,245769.16638743816,217133.50547063007,0
114,Service,342553.5774857266,130158.44830652438,0
58,Service,279109.14677913603,229046.2621473382,2
76,Manufacturing,224153.70377001306,159253.39152259805,4
15,Service,202972.32160641626,180220.65812818403,2
50,Manufacturing,445820.44883874035,195180.63791471528,3
22,Service,183653.83681000082,80916.71865531514,3
31,Manufacturing,322308.75603805,99755.14036865375,3
90,Service,405618.4139626095,98095.47414663772,1
97,Retail,410449.4985442633,203610.85924244096,3
67,Service,239834.759781856,134727.1694130386,4
51,Manufacturing,279381.51993742376,251379.09866623592,1
69,Retail,259980.64989856273,150168.79874461296,1
7,Manufacturing,146498.1237334125,76431.30759592494,3
59,Retail,353751.7383020115,116379.1244647408,2
112,Service,303850.3645634809,155868.8181609664,0
70,Manufacturing,444058.5080601879,175759.49320967396,2
56,Retail,217679.4902698577,100758.11359588132,2
58,Retail,408869.65586176957,178424.03859031355,1
41,Service,415923.4150284205,191777.13785229783,1
31,Manufacturing,304707.1686807887,117952.62002223347,1
34,Retail,82913.84291663309,248457.86060295737,4
26,Manufacturing,248743.23425557098,123367.04883247217,4
16,Retail,478587.1124304117,100006.09628922284,0
45,Manufacturing,329705.57714919094,73538.87426367296,1
16,Manufacturing,369339.9705871886,211032.03493460815,3
41,Service,291083.3418365032,151144.14386729515,1
118,Service,277655.70901368716,126035.70052678052,4
64,Service,113265.54313004937,76293.07822840865,1
44,Service,379473.9217055307,130537.45382165181,4
109,Retail,407968.12047223764,269072.2693838056,1
104,Retail,204913.77145333117,42775.62481194413,3
59,Retail,282114.48784916924,118417.0799483725,0
103,Service,268625.8722645709,239639.19850211052,3
60,Retail,342015.3293986286,212448.65235347615,4
116,Service,245563.64184909052,121468.71658593592,2
29,Manufacturing,393134.0923183003,160179.7548467653,3
27,Retail,307132.4316124489,173146.87023472047,1
74,Service,45057.69444153021,156691.92909036338,0
61,Service,344272.0275192643,239222.5104804588,1
38,Manufacturing,399635.0987590784,166987.71027289768,1
41,Manufacturing,184793.83397350612,206775.8145481519,3
116,Manufacturing,340872.6934974574,159079.9384547808,0
25,Manufacturing,482995.966975421,48380.55936367673,2
88,Retail,311206.6375178239,90379.36233217584,1
104,Manufacturing,414162.88643294893,100756.10753469876,0
112,Service,255784.50297634798,137535.7071361997,2
